branch,id_branch_base,date,hour,event_type,id_event,event,Placa,speed,time,lat,lon,name,odometer,id_truck,month,day_period,day_hour,region,state,city,road,odometer2,km_ran,base_speed
Black Box,99,2020-02-21,06:36:43,TELEMETRY,236,ABRUPT BRAKE,MWX6364,0,00:00:00,-7.383508,-46.64698,Gale Harold,64256.6,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.7,0.1,0/20
Black Box,99,2020-02-21,06:38:25,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:02,-7.373245,-46.63679,Gale Harold,64256.7,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.1,60/80
Black Box,99,2020-02-21,06:38:38,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,82,00:00:03,-7.372317,-46.63442,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.0,over 80
Black Box,99,2020-02-21,06:38:47,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.371664,-46.63277,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.0,60/80
Black Box,99,2020-02-21,06:39:01,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.370637,-46.63016,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.0,60/80
Black Box,99,2020-02-21,06:39:02,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,81,00:00:01,-7.370562,-46.62997,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.0,over 80
Black Box,99,2020-02-21,06:39:03,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.370466,-46.62973,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.0,60/80
Black Box,99,2020-02-21,06:39:04,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,81,00:00:01,-7.37041,-46.62959,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64256.8,0.0,over 80
Black Box,99,2020-02-21,06:39:06,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:02,-7.370265,-46.62921,Gale Harold,64256.8,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,Rodovia Transamazônica,64257.0,0.2,60/80
Black Box,99,2020-02-21,06:40:31,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,MWX6364,78,00:01:00,-7.364459,-46.61447,Gale Harold,64257.0,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.0,0.0,60/80
Black Box,99,2020-02-21,06:40:47,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.363295,-46.61149,Gale Harold,64257.0,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.0,0.0,60/80
Black Box,99,2020-02-21,06:40:55,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,83,00:00:08,-7.362687,-46.60994,Gale Harold,64257.0,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.1,0.1,over 80
Black Box,99,2020-02-21,06:40:57,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:02,-7.36252,-46.60952,Gale Harold,64257.1,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.1,0.0,60/80
Black Box,99,2020-02-21,06:41:19,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.360945,-46.60549,Gale Harold,64257.1,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.2,0.1,60/80
Black Box,99,2020-02-21,06:42:21,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:03,-7.356533,-46.59425,Gale Harold,64257.2,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.2,0.0,60/80
Black Box,99,2020-02-21,06:42:26,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,82,00:00:05,-7.356139,-46.59325,Gale Harold,64257.2,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.2,0.0,over 80
Black Box,99,2020-02-21,06:42:28,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.356011,-46.59292,Gale Harold,64257.2,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.3,0.1,60/80
Black Box,99,2020-02-21,06:42:31,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.355794,-46.59237,Gale Harold,64257.3,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.3,0.0,60/80
Black Box,99,2020-02-21,06:42:38,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,82,00:00:07,-7.355269,-46.59102,Gale Harold,64257.3,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.3,0.0,over 80
Black Box,99,2020-02-21,06:42:49,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:02,-7.354459,-46.58895,Gale Harold,64257.3,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.3,0.0,60/80
Black Box,99,2020-02-21,06:42:55,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,82,00:00:06,-7.354025,-46.58784,Gale Harold,64257.3,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.3,0.0,over 80
Black Box,99,2020-02-21,06:43:00,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:02,-7.353645,-46.58686,Gale Harold,64257.3,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.4,0.1,60/80
Black Box,99,2020-02-21,06:43:26,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,MWX6364,91,00:00:26,-7.351565,-46.58161,Gale Harold,64257.4,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64257.4,0.0,over 80
Black Box,99,2020-02-21,06:43:34,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,MWX6364,80,00:00:01,-7.35099,-46.58015,Gale Harold,64257.4,XMW7375,2020-02,Morning,6,Região Nordeste,Maranhão,Riachão,BR-230,64258.8,1.4,60/80
Black Box,99,2020-02-28,15:32:10,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,MWX6364,60,00:00:01,-3.345992,-44.45829,Gale Harold,64363.9,XMW7375,2020-02,Afternoon,15,Região Nordeste,Maranhão,Itapecuru Mirim,BR-135,64494.8,130.9,40/60
Black Box,99,2020-02-23,17:15:29,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,MWX6364,63,00:00:02,-2.716084,-44.31981,Gale Harold,64348.4,XMW7375,2020-02,Afternoon,17,Região Nordeste,Maranhão,São Luís,BR-135,64363.9,15.5,60/80
Black Box,99,2020-02-23,11:14:33,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,MWX6364,52,00:00:02,-4.456559,-44.37791,Gale Harold,64326.7,XMW7375,2020-02,Morning,11,Região Nordeste,Maranhão,Peritoró,Rodovia BR-135,64336.9,10.2,40/60
Track Sun,10117,2020-02-11,14:53:04,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,69,00:00:02,-8.416472,-35.31125,Josh Hartnett,25319.7,VPN7339,2020-02,Afternoon,14,Região Nordeste,Pernambuco,Frexeiras,Rodovia Governador Mário Covas,26137.9,818.2,60/80
Track Sun,10117,2019-12-10,14:34:21,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,67,00:00:01,-8.416566,-35.31123,Josh Hartnett,23058.4,VPN7339,2019-12,Afternoon,14,Região Nordeste,Pernambuco,Frexeiras,Rodovia Governador Mário Covas,24929.0,1870.6,60/80
Track Sun,10117,2020-01-30,17:16:39,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,61,00:00:01,-8.31574,-34.99916,Josh Hartnett,24929.0,VPN7339,2020-01,Afternoon,17,Região Nordeste,Pernambuco,Cabo de Santo Agostinho,Estrada Tdr Norte,25319.7,390.7,60/80
Track Sun,10117,2019-10-25,14:40:03,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,69,00:00:02,-8.31593,-34.99915,Josh Hartnett,21812.0,VPN7339,2019-10,Afternoon,14,Região Nordeste,Pernambuco,Cabo de Santo Agostinho,Estrada Tdr Norte,23058.4,1246.4,60/80
Track Sun,10117,2019-08-09,09:13:00,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,61,00:00:02,-8.315768,-34.99915,Josh Hartnett,19366.5,VPN7339,2019-08,Morning,9,Região Nordeste,Pernambuco,Cabo de Santo Agostinho,Estrada Tdr Norte,20393.8,1027.3,60/80
Track Sun,10117,2019-08-06,09:03:59,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,66,00:00:01,-9.002308,-35.67487,Josh Hartnett,19288.8,VPN7339,2019-08,Morning,9,Região Nordeste,Alagoas,Novo Lino,Rodovia Governador Mário Covas,19366.5,77.7,60/80
Track Sun,10117,2019-07-08,15:57:40,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,PNV6328,66,00:00:01,-8.315907,-34.99916,Josh Hartnett,18295.1,VPN7339,2019-07,Afternoon,15,Região Nordeste,Pernambuco,Cabo de Santo Agostinho,Estrada Tdr Norte,18416.1,121.0,60/80
Track Sun,10117,2019-07-11,09:49:40,TELEMETRY,236,ABRUPT BRAKE,PNV6328,0,00:00:00,-9.513642,-35.80451,Josh Hartnett,18416.1,VPN7339,2019-07,Morning,9,Região Nordeste,Alagoas,Rio Largo,Acesso Aeroporto Zumbi dos Palmares,19288.8,872.7,0/20
Track Sun,10117,2019-07-05,20:16:50,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,NRE4134,66,00:00:01,-8.315649,-34.99916,Jensen Ackles,72316.5,ENR5145,2019-07,Night,20,Região Nordeste,Pernambuco,Cabo de Santo Agostinho,Estrada Tdr Norte,72835.0,518.5,60/80
Fly Down,10101,2019-08-14,11:41:20,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,HYC9517,41,00:00:01,-8.394448,-35.01127,Colton Haynes ,2167.0,CHY10528,2019-08,Morning,11,Região Nordeste,Pernambuco,Ipojuca,Estrada TDR Sul,2295.6,128.6,40/60
Fly Down,10101,2019-09-19,07:52:58,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,HYC9517,42,00:00:01,-7.752986,-34.93609,Colton Haynes ,2295.6,CHY10528,2019-09,Morning,7,Região Nordeste,Pernambuco,Itapissuma,Rodovia Governador Mário Covas,2377.5,81.9,40/60
Fly Down,10101,2020-02-07,15:29:42,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,HYX9848,69,00:00:04,-8.315694,-34.99916,Colton Haynes ,52650.3,XHY10859,2020-02,Afternoon,15,Região Nordeste,Pernambuco,Cabo de Santo Agostinho,Estrada Tdr Norte,52769.4,119.1,60/80
Fly Down,10101,2020-03-14,15:42:48,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,POD8481,60,00:00:05,-9.142566,-35.76984,Colton Haynes ,17187.9,DPO9492,2020-03,Afternoon,15,Região Nordeste,Alagoas,Joaquim Gomes,Rodovia Governador Mário Covas,0.0,0.0,40/60
Fast Up,10102,2019-07-26,15:12:54,TELEMETRY,236,ABRUPT BRAKE,ORR2613,0,00:00:00,-2.622736,-44.31735,Garrett Hedlund,36239.5,ROR3624,2019-07,Afternoon,15,Região Nordeste,Maranhão,São Luís,Avenida Engenheiro Emiliano Macieira,36265.3,25.8,0/20
Fast Up,10102,2019-07-12,19:15:25,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,POX8321,64,00:00:02,-2.671349,-44.29784,Garrett Hedlund,1551.1,XPO9332,2019-07,Night,19,Região Nordeste,Maranhão,São Luís,Avenida Engenheiro Emiliano Macieira,2511.0,959.9,60/80
Fast Up,10102,2019-07-04,09:45:24,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,POS5307,80,00:00:01,-15.23569,-49.55575,Josh Henderson,2800.9,SPO6318,2019-07,Morning,9,Região Centro-Oeste,Goiás,Rialma,BR-153,3974.8,1173.9,60/80
Fast Up,10102,2019-09-11,14:06:30,TELEMETRY,236,ABRUPT BRAKE,POS5307,0,00:00:00,-10.43462,-48.31443,Josh Henderson,4118.3,SPO6318,2019-09,Afternoon,14,Região Norte,Tocantins,Porto Nacional,TO-070,6595.0,2476.7,0/20
Fast Up,10102,2019-09-09,07:56:40,DRY SPEED EVENT,229,EXCESS SPEED DRY ROAD SECTION,POS5307,81,00:00:02,-10.57383,-48.37347,Josh Henderson,4081.1,SPO6318,2019-09,Morning,7,Região Norte,Tocantins,Porto Nacional,TO-070,4118.3,37.2,over 80
Fast Up,10102,2019-08-28,07:22:24,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,POS5307,80,00:00:00,-10.13785,-48.85753,Josh Henderson,3974.8,SPO6318,2019-08,Morning,7,Região Norte,Tocantins,Paraíso do Tocantins,TO-080,4081.1,106.3,60/80
Fast Up,10102,2020-02-11,05:34:23,SPOKEN ROTOGRAM,217,EXCESS SPEED DRY SPOKEN ROTOGRAM,POS5307,51,00:00:04,-8.073668,-34.94258,Josh Henderson,6810.9,SPO6318,2020-02,Mid_night,5,Região Nordeste,Pernambuco,Recife,Rodovia Governador Mário Covas,0.0,0.0,40/60
Fly Down,10101,2019-09-05,13:16:31,TELEMETRY,236,ABRUPT BRAKE,PNB9725,0,00:00:00,-3.780723,-38.51568,David Henrie,16921.9,BPN10736,2019-09,Afternoon,13,Região Nordeste,Ceará,Fortaleza,Avenida Alberto Craveiro,17196.3,274.4,0/20
Fast Up,10102,2020-02-13,08:03:48,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-15.20434,-49.54491,Jay Hernandez,5349.7,AQW47106,2020-02,Morning,8,Região Centro-Oeste,Goiás,Rialma,BR-153,5354.7,5.0,0/20
Fast Up,10102,2020-02-13,09:02:28,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:11,-14.83613,-49.30752,Jay Hernandez,5354.7,AQW47106,2020-02,Morning,9,Região Centro-Oeste,Goiás,São Luiz do Norte,BR-153,5360.3,5.6,0/20
Fast Up,10102,2020-02-13,10:14:06,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-14.37126,-49.15823,Jay Hernandez,5360.3,AQW47106,2020-02,Morning,10,Região Centro-Oeste,Goiás,Campinorte,BR-153,5366.8,6.5,0/20
Fast Up,10102,2020-02-13,12:12:46,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:23,-13.80865,-49.0386,Jay Hernandez,5366.8,AQW47106,2020-02,Afternoon,12,Região Centro-Oeste,Goiás,Estrela do Norte,BR-153,5369.5,2.7,0/20
Fast Up,10102,2020-02-10,10:00:19,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-14.76838,-49.26455,Jay Hernandez,5310.9,AQW47106,2020-02,Morning,10,Região Centro-Oeste,Goiás,Hidrolina,BR-153,5349.7,38.8,0/20
Fast Up,10102,2020-02-13,13:55:41,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:16,-13.56937,-49.04905,Jay Hernandez,5369.5,AQW47106,2020-02,Afternoon,13,Região Centro-Oeste,Goiás,Santa Tereza de Goiás,Avenida Belem- Brasilia,5371.6,2.1,0/20
Fast Up,10102,2020-02-13,14:31:09,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-13.42985,-49.13026,Jay Hernandez,5371.6,AQW47106,2020-02,Afternoon,14,Região Centro-Oeste,Goiás,Porangatu,Rodovia Transbrasiliana,5388.9,17.3,0/20
Fast Up,10102,2020-02-02,07:23:41,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-9.885904,-48.7272,Jay Hernandez,5022.7,AQW47106,2020-02,Morning,7,Região Norte,Tocantins,Barrolândia,BR-153,5022.8,0.1,0/20
Fast Up,10102,2020-02-02,07:24:19,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-9.878847,-48.72608,Jay Hernandez,5022.8,AQW47106,2020-02,Morning,7,Região Norte,Tocantins,Barrolândia,BR-153,5069.9,47.1,0/20
Fast Up,10102,2020-02-02,17:48:27,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-6.279524,-47.35935,Jay Hernandez,5069.9,AQW47106,2020-02,Afternoon,17,Região Nordeste,Maranhão,Porto Franco,BR-010,5076.9,7.0,0/20
Fast Up,10102,2020-02-03,06:35:03,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,QWA3795,80,00:00:01,-5.665739,-47.38223,Jay Hernandez,5076.9,AQW47106,2020-02,Morning,6,Região Nordeste,Maranhão,Bananal_,BR-010,5103.5,26.6,60/80
Fast Up,10102,2020-02-01,15:26:53,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-11.25821,-48.93593,Jay Hernandez,5006.7,AQW47106,2020-02,Afternoon,15,Região Norte,Tocantins,Aliança do Tocantins,BR-153,5022.7,16.0,0/20
Fast Up,10102,2020-02-03,16:25:38,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,QWA3795,80,00:00:01,-2.871664,-47.43761,Jay Hernandez,5109.1,AQW47106,2020-02,Afternoon,16,Região Norte,Pará,Ipixuna do Pará,Belém-Brasília,5114.0,4.9,60/80
Fast Up,10102,2020-02-03,14:53:23,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-3.368954,-47.44956,Jay Hernandez,5103.5,AQW47106,2020-02,Afternoon,14,Região Norte,Pará,Paragominas,Rodovia Bernardo Sayão,5109.1,5.6,0/20
Fast Up,10102,2020-02-03,17:13:23,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:11,-2.438394,-47.50926,Jay Hernandez,5114.0,AQW47106,2020-02,Afternoon,17,Região Norte,Pará,Ipixuna do Pará,Belém-Brasília,5133.7,19.7,0/20
Fast Up,10102,2020-02-04,09:13:28,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-1.298635,-48.1821,Jay Hernandez,5133.7,AQW47106,2020-02,Morning,9,Região Norte,Pará,Santa Izabel do Pará,Rodovia Belém-Brasília,5133.9,0.2,0/20
Fast Up,10102,2020-02-04,09:14:50,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-1.301023,-48.19461,Jay Hernandez,5133.9,AQW47106,2020-02,Morning,9,Região Norte,Pará,Benevides,BR-316,5310.9,177.0,0/20
Fast Up,10102,2020-01-22,09:27:19,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-1.310474,-47.74295,Jay Hernandez,4675.9,AQW47106,2020-01,Morning,9,Região Norte,Pará,São Francisco do Pará,BR-316;PA-127,4754.3,78.4,0/20
Fast Up,10102,2020-01-22,06:58:48,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-1.364292,-48.26679,Jay Hernandez,4669.5,AQW47106,2020-01,Morning,6,Região Norte,Pará,Benevides,Rua do Fio,4672.6,3.1,0/20
Fast Up,10102,2020-01-22,08:46:17,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:11,-1.306893,-48.03146,Jay Hernandez,4672.6,AQW47106,2020-01,Morning,8,Região Norte,Pará,Americano,BR-316,4675.9,3.3,0/20
Fast Up,10102,2019-12-26,14:25:28,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:13,-2.609483,-44.32313,Jay Hernandez,4013.1,AQW47106,2019-12,Afternoon,14,Região Nordeste,Maranhão,São Luís,Avenida Engenheiro Emiliano Macieira,4669.5,656.4,0/20
Fast Up,10102,2019-12-04,08:01:18,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,QWA3795,80,00:00:02,-10.03649,-48.80207,Jay Hernandez,3572.1,AQW47106,2019-12,Morning,8,Região Norte,Tocantins,Miracema do Tocantins,BR-153,3573.3,1.2,60/80
Fast Up,10102,2019-12-04,08:18:16,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,QWA3795,80,00:00:03,-10.11095,-48.87534,Jay Hernandez,3573.3,AQW47106,2019-12,Morning,8,Região Norte,Tocantins,Paraíso do Tocantins,BR-153,4013.1,439.8,60/80
Fast Up,10102,2020-01-30,12:38:06,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-16.36392,-48.93493,Jay Hernandez,4943.8,AQW47106,2020-01,Afternoon,12,Região Centro-Oeste,Goiás,Anápolis,Rodovia Transbrasilânia,4962.2,18.4,0/20
Fast Up,10102,2020-01-29,15:56:41,DRY ROAD PRE-INFRINGEMENT,221,DRY OVER SPEED PRE-INFRINGEMENT,QWA3795,80,00:00:02,-13.99183,-49.09034,Jay Hernandez,4912.0,AQW47106,2020-01,Afternoon,15,Região Centro-Oeste,Goiás,Estrela do Norte,BR-153,4943.8,31.8,60/80
Fast Up,10102,2020-01-30,16:33:05,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:26,-15.01055,-49.41802,Jay Hernandez,4962.2,AQW47106,2020-01,Afternoon,16,Região Centro-Oeste,Goiás,Nova Glória,BR-153,4971.3,9.1,0/20
Fast Up,10102,2020-02-01,07:33:49,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-14.27108,-49.14539,Jay Hernandez,4971.3,AQW47106,2020-02,Morning,7,Região Centro-Oeste,Goiás,Campinorte,BR-153,4984.9,13.6,0/20
Fast Up,10102,2020-02-01,10:24:39,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-13.12414,-49.19735,Jay Hernandez,4984.9,AQW47106,2020-02,Morning,10,Região Centro-Oeste,Goiás,Cajueiro,BR-153,5006.7,21.8,0/20
Fast Up,10102,2020-01-27,13:21:56,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:11,-7.692357,-48.43403,Jay Hernandez,4838.0,AQW47106,2020-01,Afternoon,13,Região Norte,Tocantins,Nova Olinda,BR-153,4849.3,11.3,0/20
Fast Up,10102,2020-01-27,09:32:58,PRE-INFRINGEMENT RAIN,222,PRE-INFRINGEMENT OF EXCESS SPEED WITH RAIN,QWA3795,60,00:00:01,-6.622422,-47.56329,Jay Hernandez,4821.0,AQW47106,2020-01,Morning,9,Região Norte,Tocantins,Primeiro de Janeiro,BR-226,4838.0,17.0,40/60
Fast Up,10102,2020-01-28,07:30:47,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-8.69091,-48.50406,Jay Hernandez,4849.3,AQW47106,2020-01,Morning,7,Região Norte,Tocantins,Guaraí,BR-153,4857.4,8.1,0/20
Fast Up,10102,2020-01-28,14:11:58,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-9.372633,-48.55604,Jay Hernandez,4857.4,AQW47106,2020-01,Afternoon,14,Região Norte,Tocantins,Rio dos Bois,BR-153,4912.0,54.6,0/20
Fast Up,10102,2020-01-25,15:32:55,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:15,-3.231307,-44.36663,Jay Hernandez,4754.3,AQW47106,2020-01,Afternoon,15,Região Nordeste,Maranhão,Itapecuru Mirim,BR-135,4754.6,0.3,0/20
Fast Up,10102,2020-01-25,15:35:24,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:11,-3.249099,-44.38173,Jay Hernandez,4754.6,AQW47106,2020-01,Afternoon,15,Região Nordeste,Maranhão,Itapecuru Mirim,BR-135,4821.0,66.4,0/20
Fast Up,10102,2020-02-14,09:17:02,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:12,-10.59964,-48.91264,Jay Hernandez,5404.3,AQW47106,2020-02,Morning,9,Região Norte,Tocantins,Oliveira de Fátima,BR-153,5420.6,16.3,0/20
Fast Up,10102,2020-02-14,06:25:30,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:17,-11.75497,-49.09222,Jay Hernandez,5391.2,AQW47106,2020-02,Morning,6,Região Norte,Tocantins,Gurupi,RODOVIA TRANSBRASILIANA,5404.3,13.1,0/20
Fast Up,10102,2020-02-14,06:05:04,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:10,-11.93997,-49.18949,Jay Hernandez,5388.9,AQW47106,2020-02,Morning,6,Região Norte,Tocantins,Cariri do Tocantins,BR-153,5391.2,2.3,0/20
Fast Up,10102,2020-02-16,06:37:08,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:11,-4.393173,-47.53291,Jay Hernandez,5482.3,AQW47106,2020-02,Morning,6,Região Norte,Pará,Dom Eliseu,Belém-Brasília,5546.0,63.7,0/20
Fast Up,10102,2020-02-15,10:49:07,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:15,-6.768272,-47.79045,Jay Hernandez,5452.0,AQW47106,2020-02,Morning,10,Região Norte,Tocantins,Darcinópolis,BR-226,5482.3,30.3,0/20
Fast Up,10102,2020-02-15,09:05:54,TELEMETRY,237,DOWNHILL WITHOUT GEAR,QWA3795,0,00:00:32,-7.098128,-48.1748,Jay Hernandez,5445.7,AQW47106,2020-02,Morning,9,Região Norte,Tocantins,Floresta,BR-153,5448.3,2.6,0/20
